1150,4000
1350,2350
1050,1550
3350,1700
3450,1450
3550,1600
3950,1700
4050,2150
4450,1450
4400,1700
5350,1450
4850,1900
5000,2150
5400,2050
5400,2300
5100,3600
5350,3750
5600,4250
5050,3800
4950,3500
4400,3700
4450,3500
4100,3500
4150,3300
4100,3150
4300,3300
4700,3000
4700,2800
4600,2350
4550,2800
4300,2800
4100,2950
3400,3200
3700,3100
3350,4250
3350,4650
3250,5200
4000,5050
4200,4150
4700,4350
4700,4750
4500,4800
4500,4950
4350,4750
4247,5256
4100,5250
4100,5350
4000,5550
4199,5554
4304,5447
4500,5450
5050,6050
5150,6150
5300,5150
5650,5500
5800,5500
5700,6000
5700,6150
5550,6000
5550,6150
5300,6450
5150,6550
5150,7000
4500,6550
4250,6700
4100,5850
3800,5950
3800,6350
3250,7000
4400,7750
4250,7300
4450,7450
4650,7450
4650,8150
4400,8250
4250,8250
4250,9250
4500,9750
4300,9950
4300,10150
3300,9350
3300,10650
3600,11100
3750,11200
3750,11400
3600,11600
3900,11550
4600,11100
5600,9750
5600,10250
5950,10250
6100,10250
6250,10200
6400,10300
6200,10300
5950,10550
5650,10550
6050,11050
5950,11150
5600,11100
5950,11650
6450,11550
6950,11250
6950,10650
7000,10500
7200,10500
7200,10200
7100,10250
7050,10400
6900,10450
6700,10300
7000,10050
6800,9950
6950,9250
6700,9650
6700,9800
5950,9750
6000,9600
6150,9200
6250,8850
6150,8600
6150,8500
6000,8600
5550,8950
5550,8750
5900,7350
6000,7850
6500,8700
6500,9000
6600,9000
6699,8856
6805,8749
6600,8000
7350,7650
7100,6600
6800,6000
6498,6057
6604,5950
6550,5500
6800,5500
7350,4750
7350,4150
7350,3900
7350,3800
6950,3900
6950,4150
6000,3800
5750,3450
6000,3200
6000,3300
6148,3556
6450,3650
6450,3450
6254,3206
6148,3206
6148,3099
6450,2950
6450,2300
8100,1700
8200,1450
8300,1600
8700,1700
8800,2150
9200,1450
9150,1700
10100,1450
9600,1900
9750,2150
10150,2050
10150,2300
9850,3600
10100,3750
10350,4250
9800,3800
9700,3500
9150,3700
9200,3500
8850,3500
8900,3300
8850,3150
9050,3300
9450,3000
9450,2800
9350,2350
9300,2800
9050,2800
8850,2950
8150,2700
8150,3200
8450,3100
8100,4250
8100,4650
8000,5200
8750,5050
8950,4150
9450,4350
9450,4750
9250,4800
9250,4950
9100,4750
8997,5256
8850,5250
8850,5350
8750,5550
8949,5554
9054,5447
9250,5450
9800,6050
9900,6150
10050,5150
10400,5500
10550,5500
10450,6000
10450,6150
10300,6000
10300,6150
10050,6450
9900,6550
9900,7000
9250,6550
9000,6700
8850,5850
8550,5950
8550,6350
8000,7000
8050,7550
9150,7750
9000,7300
9200,7450
9400,7450
9400,8150
9150,8250
9000,8250
9000,9250
9250,9750
9050,9950
9050,10150
8050,9350
8050,10650
8350,11100
8500,11200
8500,11400
8350,11600
8650,11550
9350,11100
10350,9750
10350,10250
10700,10250
10850,10250
11000,10200
11150,10300
10950,10300
10700,10550
10400,10550
10800,11050
10700,11150
10350,11100
10700,11650
11200,11550
11700,11250
11700,10650
11750,10500
11950,10500
11950,10200
11850,10250
11800,10400
11650,10450
11450,10300
11750,10050
11550,9950
11700,9250
11450,9650
11450,9800
10700,9750
10750,9600
10900,9200
11000,8850
10900,8600
10900,8500
10750,8600
10300,8950
10300,8750
10650,7350
10750,7850
11250,8700
11250,9000
11350,9000
11449,8856
11555,8749
11350,8000
12100,7650
11850,6600
11550,6000
11248,6057
11354,5950
11300,5500
11550,5500
12100,4750
12100,4150
12100,3900
12100,3800
11700,3900
11700,4150
10750,3800
10500,3450
10750,3200
10750,3300
10898,3556
11200,3650
11200,3450
11004,3206
10898,3206
10898,3099
11200,2950
11200,2300
12850,1700
12950,1450
13050,1600
13450,1700
13550,2150
13950,1450
13900,1700
14850,1450
14350,1900
14500,2150
14900,2050
14900,2300
14600,3600
14850,3750
15100,4250
14550,3800
14450,3500
13900,3700
13950,3500
13600,3500
13650,3300
13600,3150
13800,3300
14200,3000
14200,2800
14100,2350
14050,2800
13800,2800
13600,2950
12900,2700
12900,3200
13200,3100
12850,4250
12850,4650
12750,5200
13500,5050
13700,4150
14200,4350
14200,4750
14000,4800
14000,4950
13850,4750
13747,5256
13600,5250
13600,5350
13500,5550
13699,5554
13804,5447
14000,5450
14550,6050
14650,6150
14800,5150
15150,5500
15300,5500
15200,6000
15200,6150
15050,6000
15050,6150
14800,6450
14650,6550
14650,7000
14000,6550
13750,6700
13600,5850
13300,5950
13300,6350
12750,7000
12800,7550
13900,7750
13750,7300
13950,7450
14150,7450
14150,8150
13900,8250
13750,8250
13750,9250
14000,9750
13800,9950
13800,10150
12800,9350
12800,10650
13100,11100
13250,11200
13250,11400
13100,11600
13400,11550
15100,9750
15100,10250
15450,10250
15600,10250
15750,10200
15900,10300
15700,10300
15450,10550
15150,10550
15550,11050
15450,11150
15100,11100
15450,11650
15950,11550
16450,11250
16450,10650
16500,10500
16700,10500
16700,10200
16600,10250
16550,10400
16400,10450
16200,10300
16500,10050
16300,9950
16450,9250
16200,9650
16200,9800
15450,9750
15500,9600
15650,9200
15750,8850
15650,8600
15650,8500
15500,8600
15050,8950
15050,8750
15400,7350
15500,7850
16000,8700
16000,9000
16100,9000
16199,8856
16305,8749
16100,8000
16600,6600
16300,6000
15998,6057
16104,5950
16050,5500
16300,5500
16850,4750
16850,4150
16850,3900
16850,3800
16450,3900
16450,4150
15500,3800
15250,3450
15500,3200
15500,3300
15648,3556
15950,3650
15950,3450
15754,3206
15648,3206
15648,3099
15950,2950
15950,2300
5050,11650
9800,11650
