#	x	y
1	-6193.49	57331.76
2	-64549.88	-34534.44
3	74609.89	27213.79
4	-34364.91	-6333.21
5	46781.64	-14377.47
6	-32342.39	-89438.0
7	12492.95	-90875.96
8	-51408.15	13297.6
9	7473.07	2704.25
10	-83964.54	96054.24
11	-9881.85	-67491.71
12	-73960.11	-21317.79
13	74667.72	-97455.55
14	454.95	-79236.89
15	33394.9	-23887.49
16	77147.6	-21014.13
17	-93690.23	19554.64
18	-22277.78	-58814.5
19	-75844.98	-17968.88
20	-61427.13	-50862.08
21	75952.43	-70319.64
22	80891.55	-96169.74
23	-48845.04	-3769.97
24	21417.4	-9288.05
25	-53340.08	-63522.76
26	99560.27	-48584.81
27	6874.53	22051.26
28	88632.98	-66671.37
29	-53681.33	96650.17
30	-66406.75	94506.66
31	-25786.34	-93934.33
32	84369.57	31047.79
33	-49369.0	-52993.44
34	-30948.78	3878.54
35	84949.55	-96086.03
36	18539.91	17731.85
37	44121.86	-79223.5
38	90709.67	-5237.94
39	82606.3	-7593.16
40	70063.4	-43576.71
41	-77443.23	74427.12
42	-96123.75	-28520.65
43	88394.59	-43126.59
44	-83706.49	-83162.59
45	-88730.74	-1286.24
46	74042.6	14695.1
47	-40791.16	79304.41
48	-22302.55	-74684.0
49	-29646.29	18351.87
50	15237.01	23500.05
51	93850.58	-91179.8
52	-21282.81	62894.43
53	75173.97	-78868.94
54	92001.54	-51431.49
55	-55879.21	16907.99
56	-96037.54	-69698.03
57	-83863.25	-82716.5
58	33501.42	-79662.31
59	-74226.08	19197.22
60	-68961.15	-43937.13
61	82104.66	-29625.32
62	80449.86	-18243.47
63	-60283.76	90260.83
64	94308.56	17273.54
65	12133.92	64990.34
66	38599.93	-47263.01
67	98413.29	-70913.6
68	50798.15	28758.84
69	61159.47	32378.83
70	-64287.85	-96474.57
71	-37825.51	-86985.23
72	-36168.37	86928.62
73	60993.28	69589.9
74	32887.41	-51689.83
75	4351.42	41936.14
76	77645.44	22908.87
77	-92019.17	-48850.57
78	65905.68	-75914.82
79	-39859.39	-86255.65
80	-47376.96	97076.47
81	-43491.01	4618.76
82	-53503.67	-89578.38
83	-8677.13	47516.07
84	52251.7	-94804.93
85	28031.18	91439.56
86	-24684.07	-86150.32
87	-72836.18	82370.48
88	49061.44	-97248.52
89	16092.46	-18093.32
90	28109.25	-16899.03
91	3833.38	-78112.9
92	40851.97	-53420.21
93	-68507.04	68186.97
94	4925.06	-65594.75
95	98332.15	-22247.55
96	58226.17	49901.37
97	-21527.28	92169.65
98	-92461.46	-53943.39
99	-11710.36	-27748.49
100	-60031.87	91310.05
101	-39943.77	17967.52
102	69280.77	39276.5
103	-10847.91	-40545.62
104	59299.44	65975.4
105	37745.11	-44775.06
106	-68975.88	49307.39
107	-7005.09	84047.57
108	15296.72	-43478.8
109	-75554.66	39583.66
110	-43229.45	-54373.81
111	-79108.45	-41796.14
112	-65634.37	-40044.1
113	-95625.71	-33864.36
114	70324.62	-54074.59
115	-66957.35	84168.43
116	70105.43	51301.96
117	52085.34	90177.24
118	-83248.09	77352.89
119	-93450.1	-40025.97
120	24667.77	-54955.25
121	-69952.37	-76200.61
122	91926.87	-70373.09
123	69090.78	-76727.25
124	36877.72	98021.4
125	-50157.58	65218.31
126	-33910.4	50248.21
