27.3032,47.5847,67.6136,64.3807
21.9879,50.6014,67.1587,102.722
27.3032,47.5847,21.9879,50.6014
21.9879,50.6014,-52.5719,59.5486
59.3921,14.2122,27.3032,47.5847
71.4726,73.0634,67.6136,64.3807
67.6136,64.3807,62.0574,21.3197
71.4726,73.0634,98.8294,51.4059
69.1154,130.116,67.1587,102.722
67.1587,102.722,71.4726,73.0634
103.37,50.1087,98.8294,51.4059
98.8294,51.4059,62.0574,21.3197
62.0574,21.3197,59.3921,14.2122
59.3921,14.2122,69.3958,-51.8125
183.785,60.1606,103.37,50.1087
103.37,50.1087,69.3958,-51.8125
69.3958,-51.8125,73.5304,-118.793
73.5304,-118.793,183.785,60.1606
69.1154,130.116,-52.5719,59.5486
-52.5719,59.5486,73.5304,-118.793
183.785,60.1606,69.1154,130.116
