24,25,24,17
24,25,16,17
24,25,24,45
24,25,8,41
256,157,246,157
256,157,236,145
256,157,260,129
256,157,228,169
256,157,288,149
256,157,280,133
288,129,280,109
288,129,284,101
288,129,284,85
288,129,284,61
288,129,284,53
228,161,196,161
228,161,196,169
228,161,188,145
172,145,164,145
172,145,156,137
172,145,180,125
156,145,148,137
148,145,140,137
148,145,104,169
80,157,64,157
80,157,104,145
80,157,40,129
80,157,48,99
40,137,32,137
40,137,32,145
40,145,32,153
40,153,32,161
40,161,32,169
32,113,40,99
32,113,16,97
32,113,8,109
32,89,32,81
32,89,48,83
8,57,16,57
32,49,40,51
32,49,32,65
32,49,32,25
32,17,44,11
56,17,64,21
56,17,56,41
56,17,80,25
56,17,124,21
72,41,72,49
72,41,88,49
48,51,48,63
56,73,124,77
132,145,140,145
172,117,172,109
172,101,180,101
172,101,180,85
172,101,172,77
172,101,148,85
180,69,172,69
180,69,188,93
180,69,228,77
180,69,228,53
180,61,180,45
180,61,172,45
172,61,140,65
124,61,132,21
162,9,172,21
162,9,156,25
162,9,236,29
236,61,236,45
236,61,260,93
236,61,276,69
276,85,276,77
260,109,252,125
260,109,228,93
196,101,180,109
