5450,3750,5350,3750
4100,5250,4100,5350
5300,6050,5400,6050
5150,6550,5050,6550
3300,7450,3300,7550
4300,9450,4200,9450
6150,11050,6050,11050
6900,9000,7000,9000
6700,9800,6600,9800
6500,10050,6400,10050
6250,8950,6250,8850
6250,8850,6350,8850
6150,8500,6150,8600
6500,9000,6600,9000
6750,8500,6750,8600
7350,3800,7350,3900
7350,4050,7350,4150
6000,3200,6000,3300
6450,3750,6450,3650
10200,3750,10100,3750
8850,5250,8850,5350
10050,6050,10150,6050
9900,6550,9800,6550
8050,7450,8050,7550
9050,9450,8950,9450
10900,11050,10800,11050
11650,9000,11750,9000
11450,9800,11350,9800
11250,10050,11150,10050
11000,8950,11000,8850
11000,8850,11100,8850
10900,8500,10900,8600
11250,9000,11350,9000
11500,8500,11500,8600
12100,3800,12100,3900
12100,4050,12100,4150
10750,3200,10750,3300
11200,3750,11200,3650
14950,3750,14850,3750
13600,5250,13600,5350
14800,6050,14900,6050
14650,6550,14550,6550
12800,7450,12800,7550
13800,9450,13700,9450
15650,11050,15550,11050
16400,9000,16500,9000
16200,9800,16100,9800
16000,10050,15900,10050
15750,8950,15750,8850
15750,8850,15850,8850
15650,8500,15650,8600
16000,9000,16100,9000
16250,8500,16250,8600
16850,4150,16850,4050
16850,3900,16850,3800
15500,3200,15500,3300
15950,3750,15950,3650
6498,6057,6603,6057
11248,6057,11353,6057
15998,6057,16103,6057
6148,3556,6100,3650
10898,3556,10850,3650
15648,3556,15600,3650
4247,5256,4247,5150
4305,5554,4199,5554
6699,8750,6699,8856
6148,3450,6148,3556
6148,3206,6254,3206
8997,5256,8997,5150
9055,5554,8949,5554
11449,8750,11449,8856
10898,3450,10898,3556
10898,3206,11004,3206
13747,5256,13747,5150
13805,5554,13699,5554
16199,8750,16199,8856
15648,3450,15648,3556
15648,3206,15754,3206
6699,8750,6805,8749
6254,3557,6148,3556
11449,8750,11555,8749
11004,3557,10898,3556
16199,8750,16305,8749
15754,3557,15648,3556
4354,5256,4247,5256
6148,3206,6148,3099
9104,5256,8997,5256
10898,3206,10898,3099
