284,53,276,53
276,53,276,61
276,61,236,61
236,61,236,69
236,69,228,69
228,69,220,73
220,73,212,65
212,65,204,57
204,57,196,49
196,49,188,41
188,41,180,37
180,37,180,29
180,29,180,21
180,21,172,21
172,21,156,25
156,25,140,65
140,65,132,61
132,61,124,61
124,61,124,69
124,69,124,77
124,77,124,85
124,85,124,93
124,93,124,101
124,101,124,109
124,109,124,117
124,117,124,125
124,125,132,137
132,137,132,145
132,145,140,145
140,145,148,145
148,145,156,145
156,145,164,145
164,145,172,145
172,145,188,145
188,145,196,145
196,145,204,145
204,145,212,145
212,145,220,145
220,145,228,145
228,145,236,145
236,145,246,157
246,157,256,157
256,157,288,149
288,149,280,133
280,133,288,129
288,129,280,133
280,133,270,133
270,133,260,129
260,129,252,125
252,125,260,129
260,129,256,141
256,141,246,141
246,141,236,145
236,145,246,157
246,157,236,169
236,169,228,169
228,169,228,161
228,161,228,169
228,169,220,169
220,169,212,169
212,169,204,169
204,169,196,169
196,169,196,161
196,161,196,169
196,169,188,169
188,169,172,169
172,169,164,169
164,169,156,169
156,169,148,169
148,169,140,169
140,169,132,169
132,169,124,169
124,169,116,161
116,161,104,161
104,161,104,153
104,153,104,145
104,145,104,169
104,169,104,161
104,161,90,165
90,165,80,157
80,157,64,157
64,157,64,165
64,165,56,169
56,169,56,161
56,161,56,153
56,153,56,145
56,145,56,137
56,137,56,129
56,129,56,121
56,121,56,113
56,113,56,105
56,105,56,97
56,97,56,89
56,89,56,81
56,81,56,73
56,73,48,63
48,63,40,63
40,63,32,65
32,65,32,73
32,73,32,65
32,65,32,57
32,57,32,49
32,49,40,51
40,51,32,49
32,49,32,41
32,41,24,45
24,45,8,41
8,41,8,49
8,49,8,57
8,57,16,57
16,57,8,57
8,57,8,65
8,65,8,73
8,73,8,81
8,81,8,89
8,89,8,97
8,97,16,97
16,97,16,109
16,109,8,109
8,109,16,97
16,97,24,89
24,89,32,89
32,89,32,81
32,81,32,89
32,89,32,97
32,97,40,99
40,99,32,113
32,113,32,121
32,121,32,129
32,129,40,129
40,129,40,137
40,137,40,145
40,145,40,153
40,153,40,161
40,161,40,169
40,169,32,169
32,169,32,161
32,161,40,161
40,161,40,153
40,153,32,153
32,153,40,145
40,145,32,145
32,145,32,137
32,137,40,137
40,137,40,129
40,129,40,121
40,121,40,113
40,113,40,99
40,99,48,99
48,99,48,83
48,83,40,83
40,83,32,81
32,81,32,73
32,73,40,73
40,73,48,73
48,73,56,73
56,73,56,65
56,65,56,57
56,57,56,49
56,49,56,41
56,41,56,33
56,33,56,25
56,25,56,17
56,17,64,21
64,21,56,17
56,17,56,9
56,9,44,11
44,11,32,17
32,17,32,25
32,25,24,25
24,25,16,25
16,25,16,17
16,17,24,17
24,17,24,25
24,25,32,25
32,25,44,27
44,27,44,35
44,35,44,43
44,43,40,51
40,51,48,51
48,51,56,41
56,41,64,41
64,41,72,41
72,41,72,49
72,49,72,41
72,41,80,41
80,41,88,49
88,49,80,25
80,25,72,25
72,25,64,21
64,21,72,9
72,9,80,9
80,9,92,9
92,9,104,17
104,17,104,25
104,25,104,33
104,33,104,41
104,41,104,49
104,49,104,57
104,57,104,65
104,65,104,73
104,73,104,81
104,81,104,89
104,89,104,97
104,97,104,105
104,105,104,113
104,113,104,121
104,121,104,129
104,129,104,137
104,137,104,145
104,145,116,145
116,145,124,145
124,145,132,145
132,145,140,145
140,145,140,137
140,137,148,145
148,145,148,137
148,137,156,137
156,137,156,145
156,145,164,145
164,145,164,137
164,137,172,125
172,125,172,117
172,117,180,117
180,117,180,125
180,125,172,117
172,117,172,109
172,109,172,101
172,101,172,109
172,109,180,109
180,109,180,101
180,101,172,101
172,101,172,93
172,93,172,85
172,85,180,85
180,85,180,77
180,77,180,69
180,69,172,69
172,69,180,69
180,69,180,61
180,61,172,61
172,61,180,61
180,61,180,53
180,53,172,53
172,53,172,45
172,45,180,45
180,45,172,45
172,45,172,37
172,37,172,29
172,29,172,21
172,21,162,9
162,9,148,9
148,9,136,9
136,9,128,9
128,9,120,9
120,9,124,21
124,21,132,21
132,21,124,21
124,21,124,29
124,29,124,37
124,37,124,45
124,45,124,53
124,53,124,61
124,61,124,77
124,77,132,81
132,81,148,85
148,85,164,81
164,81,172,85
172,85,172,77
172,77,180,85
180,85,180,93
180,93,188,93
188,93,196,101
196,101,204,109
204,109,212,117
212,117,220,125
220,125,228,125
228,125,228,117
228,117,228,109
228,109,228,101
228,101,236,101
236,101,236,93
236,93,236,85
236,85,236,77
236,77,228,77
228,77,228,85
228,85,228,93
228,93,228,77
228,77,228,69
228,69,228,61
228,61,228,53
228,53,236,53
236,53,236,45
236,45,228,53
228,53,228,45
228,45,228,37
228,37,236,37
236,37,236,29
236,29,228,37
228,37,228,29
228,29,228,21
228,21,236,21
236,21,252,21
252,21,260,29
260,29,260,37
260,37,260,45
260,45,260,53
260,53,260,61
260,61,260,69
260,69,260,77
260,77,260,85
260,85,260,93
260,93,260,109
260,109,252,101
252,101,260,93
260,93,268,97
268,97,276,93
276,93,276,101
276,101,284,101
284,101,288,109
288,109,280,109
280,109,284,101
284,101,284,93
284,93,284,85
284,85,276,85
276,85,284,85
284,85,284,77
284,77,284,69
284,69,276,69
276,69,276,77
276,77,276,69
276,69,276,61
276,61,284,61
284,61,284,53
284,53,284,53
