1050,2750,1150,4000
1050,2750,1150,2250
1150,2250,1350,2350
1350,2350,1050,2750
1150,2250,1250,2050
1250,2050,1350,2350
1150,2250,1050,1550
1050,1550,1250,2050
1050,2750,1050,1550
1250,2050,3350,1700
3350,1700,1350,2350
1050,1550,3350,1700
3450,1450,1050,1550
3450,1450,3350,1700
3450,1450,3550,1600
3550,1600,3350,1700
3550,1600,4050,2000
4050,2000,3350,1700
3550,1600,3950,1700
3950,1700,4050,2000
4050,2000,4050,2150
4050,2150,3350,1700
3950,1700,4250,1650
4250,1650,4050,2000
3950,1700,4150,1500
4150,1500,4250,1650
3550,1600,4150,1500
3450,1450,4150,1500
4150,1500,4450,1450
4450,1450,4250,1650
3450,1450,4450,1450
4250,1650,4400,1700
4400,1700,4050,2000
4450,1450,4400,1700
4050,2000,4600,1850
4600,1850,4050,2150
4400,1700,4600,1850
4450,1450,4600,1850
4450,1450,4900,1550
4900,1550,4600,1850
4450,1450,5350,1450
5350,1450,4900,1550
5100,1550,4900,1550
5350,1450,5100,1550
4900,1550,4950,1700
4950,1700,4600,1850
5100,1550,4950,1700
4950,1700,4850,1900
4850,1900,4600,1850
4850,1900,4900,2050
4900,2050,4600,1850
5000,2150,4900,2050
4900,2050,5100,2050
5100,2050,5000,2150
4850,1900,5100,2050
4950,1700,5100,2050
5100,1550,5100,2050
5350,1450,5400,2050
5400,2050,5100,1550
5400,2050,5100,2050
5350,1450,5750,2000
5750,2000,5400,2050
5350,1450,5900,2050
5900,2050,5750,2000
5750,2000,5600,2250
5600,2250,5400,2050
5900,2050,5600,2250
5600,2250,5400,2300
5400,2300,5400,2050
5100,2050,5250,2250
5250,2250,5000,2150
5400,2050,5250,2250
5400,2300,5250,2250
5000,2150,5000,2350
5000,2350,4900,2050
5250,2250,5000,2350
5250,2250,5000,2550
5000,2550,5000,2350
5050,2800,5000,2550
5000,2550,5250,2750
5250,2750,5050,2800
5250,2250,5250,2750
5400,2300,5250,2750
5600,2250,5450,2750
5450,2750,5400,2300
5450,2750,5250,2750
5450,2750,5400,2950
5400,2950,5250,2750
5250,2750,5200,3150
5200,3150,5050,2800
5400,2950,5200,3150
5200,3150,5050,3100
5050,3100,5050,2800
5200,3150,4950,3300
4950,3300,5050,3100
5200,3150,5100,3600
5100,3600,4950,3300
5200,3150,5200,3650
5200,3650,5100,3600
5350,3750,5200,3650
5200,3650,5450,3750
5450,3750,5350,3750
5450,3750,5350,4150
5350,4150,5350,3750
5450,3750,5600,3750
5600,3750,5350,4150
5600,3750,5600,4250
5600,4250,5350,4150
5600,4250,5450,4250
5450,4250,5350,4150
5200,3650,5050,3800
5050,3800,5100,3600
5350,3750,5050,3800
5350,4150,5050,3800
5100,3600,4950,3500
4950,3500,4950,3300
